Detection_ID,Observation_ID,Distance,Detection
20210528093807-210368633.270264,20210528093737-596094548.70224,33,1
20210528093808-73953330.5168152,20210528093737-596094548.70224,88,1
20210528093809-105452656.745911,20210528093737-596094548.70224,142,1
20210528093815-241219.997406006,20210528093812-331694424.152374,20,1
20210528093822-544013977.050781,20210528093818-536794066.429138,47,1
20210528094125-704395771.026611,20210528094049-454207837.581635,8,1
20210528094126-928785979.747772,20210528094049-454207837.581635,38,1
20210528094138-757729291.915894,20210528094129-530212521.55304,76,1
20210528094139-401842057.704926,20210528094129-530212521.55304,42,1
20210528094146-207627296.447754,20210528094141-461874365.80658,12,1
20210528094147-329735934.734344,20210528094141-461874365.80658,18,1
20210528094148-95429062.8433228,20210528094141-461874365.80658,23,1
20210528094333-750687718.391418,20210528094231-443862497.806549,66,1
20210528094334-272942364.215851,20210528094231-443862497.806549,72,1
20210528094340-89896559.715271,20210528094336-673646688.461304,24,2
20210528094341-30950605.8692932,20210528094336-673646688.461304,31,1
20210528094348-297258019.447327,20210528094344-322717666.625977,33,1
20210528094603-864534497.261047,20210528094530-44933855.5335999,27,1
20210528094604-588628590.106964,20210528094530-44933855.5335999,20,1
20210528094605-754908323.287964,20210528094530-44933855.5335999,6,1
20210528094605-927883088.588715,20210528094530-44933855.5335999,36,1
20210528094607-331016898.155212,20210528094530-44933855.5335999,26,1
20210528094614-634371936.321259,20210528094610-542941153.049469,32,1
20210528094616-410036683.082581,20210528094610-542941153.049469,63,1
20210528094624-923445165.157318,20210528094620-960422813.892365,14,4
20210528094625-620209574.699402,20210528094620-960422813.892365,22,1
20210528094626-347726404.666901,20210528094620-960422813.892365,24,1
20210528094632-219409108.161926,20210528094628-149245738.983154,87,1
20210528094834-427533328.533173,20210528094754-543177008.628845,23,1
20210528094837-509068131.446838,20210528094754-543177008.628845,42,1
20210528094838-227781593.799591,20210528094754-543177008.628845,71,1
20210528094839-619187593.460083,20210528094754-543177008.628845,83,1
20210528094846-886600077.152252,20210528094842-489830434.322357,36,1
20210528094854-292866826.057434,20210528094848-370515346.5271,24,1
20210528094855-150311291.217804,20210528094848-370515346.5271,39,4
20210528094856-529821157.455444,20210528094848-370515346.5271,3,1
20210528094857-223261773.586273,20210528094848-370515346.5271,32,4
20210528094910-875974655.151367,20210528094900-584529280.662537,18,1
20210528094917-684062302.112579,20210528094912-478014171.123505,32,1
20210528095252-65851032.7339172,20210528095013-807779788.970947,59,1
20210528095253-61522245.4071045,20210528095013-807779788.970947,37,1
20210528095300-463584005.832672,20210528095256-793197572.231293,6,1
20210528095301-119544029.23584,20210528095256-793197572.231293,10,1
20210528095301-115470111.370087,20210528095256-793197572.231293,22,1
20210528095302-173773407.936096,20210528095256-793197572.231293,42,1
20210528095308-533022344.112396,20210528095304-48118889.3318176,76,1
20210528095309-561009287.834167,20210528095304-48118889.3318176,39,1
20210528095310-216733515.262604,20210528095304-48118889.3318176,81,1
20210528095315-752310872.077942,20210528095312-468005657.196045,28,1
20210528095316-398932278.156281,20210528095312-468005657.196045,23,1
20210528095558-401982605.457306,20210528095446-713027954.101563,14,1
20210528095559-275295495.986938,20210528095446-713027954.101563,18,1
20210528095600-985373914.241791,20210528095446-713027954.101563,21,1
20210528095609-417599201.202393,20210528095604-802587389.945984,23,1
20210528095610-734488189.220428,20210528095604-802587389.945984,37,1
20210528095618-433457136.154175,20210528095613-277168393.135071,41,1
20210528095650-944971024.990082,20210528095613-277168393.135071,77,1
20210528095658-347832679.748535,20210528095653-121549963.951111,7,1
20210528095659-104432284.832001,20210528095653-121549963.951111,20,1
20210528095700-185402512.550354,20210528095653-121549963.951111,24,1
20210528095707-959270894.527435,20210528095704-77684700.4890442,49,9
20210528101338-503371179.103851,20210528101153-378991246.22345,52,1
20210528101341-138732314.109802,20210528101153-378991246.22345,63,1
20210528101348-557501018.047333,20210528101344-517255842.685699,57,1
20210528101349-909204125.404358,20210528101344-517255842.685699,21,1
20210528101353-657256424.427032,20210528101344-517255842.685699,70,1
20210528101359-64491152.7633667,20210528101355-441114664.077759,39,1
20210528101400-756092607.975006,20210528101355-441114664.077759,11,2
20210528101402-700514316.558838,20210528101355-441114664.077759,14,1
20210528101403-497070968.151093,20210528101355-441114664.077759,31,1
20210528101410-326143980.026245,20210528101405-155435681.343079,43,1
20210528102429-804267168.045044,20210528101631-800669848.918915,14,1
20210528102431-674826085.567474,20210528101631-800669848.918915,25,1
20210528102432-905129313.468933,20210528101631-800669848.918915,39,1
20210528102438-123082816.6008,20210528102434-875779688.358307,17,1
20210528102440-954157948.493958,20210528102434-875779688.358307,38,1
20210528102441-797297298.908234,20210528102434-875779688.358307,4,4
20210528102448-16297698.0209351,20210528102443-696285009.384155,26,1
20210528102451-167762815.952301,20210528102443-696285009.384155,32,1
20210528102510-406062722.206116,20210528102453-164234161.376953,33,1
20210528102512-106133759.021759,20210528102453-164234161.376953,7,4
20210528102514-276123285.293579,20210528102453-164234161.376953,8,2
20210528102515-643046796.321869,20210528102453-164234161.376953,40,1
20210528102645-218000352.38266,20210528102606-372814297.676086,17,4
20210528102653-878384590.148926,20210528102649-446993231.773376,21,1
20210528102654-610432803.630829,20210528102649-446993231.773376,35,1
20210528102703-860589265.823364,20210528102657-374432206.15387,26,1
20210528102704-585937917.232513,20210528102657-374432206.15387,42,1
20210528102705-931559443.473816,20210528102657-374432206.15387,20,1
20210528102706-517192423.343658,20210528102657-374432206.15387,69,1
20210528102713-259060978.889465,20210528102708-330300807.952881,13,1
20210528102713-259541332.72171,20210528102708-330300807.952881,20,1
20210528102714-178693532.943726,20210528102708-330300807.952881,24,1
20210528102715-346957147.121429,20210528102708-330300807.952881,31,1
20210528102716-2505660.05706787,20210528102708-330300807.952881,9,2
20210528102722-278589427.471161,20210528102718-742342054.843903,16,1
20210528102824-339375197.887421,20210528102753-437663912.773132,18,1
20210528102825-710554242.134094,20210528102753-437663912.773132,32,1
20210528102826-312288105.487823,20210528102753-437663912.773132,56,1
20210528102827-798773527.145386,20210528102753-437663912.773132,77,1
20210528102833-956236898.899078,20210528102829-151756227.016449,13,4
20210528102834-243147850.036621,20210528102829-151756227.016449,7,2
20210528102835-939971148.967743,20210528102829-151756227.016449,31,1
20210528102836-114332795.143127,20210528102829-151756227.016449,43,1
20210528102844-598856389.522552,20210528102838-984253227.710724,15,1
20210528102845-902569651.603699,20210528102838-984253227.710724,39,1
20210528102851-860162436.962128,20210528102847-574864923.95401,68,1
20210528102955-270359218.120575,20210528102926-378606200.218201,3,1
20210528102958-581176400.184631,20210528102926-378606200.218201,49,1
20210528103004-895446240.901947,20210528103000-209698975.086212,13,1
20210528103005-111432909.965515,20210528103000-209698975.086212,17,1
20210528103006-652376711.368561,20210528103000-209698975.086212,9,4
20210528103013-949905514.717102,20210528103008-900333881.378174,21,1
20210528103014-846187412.7388,20210528103008-900333881.378174,6,1
20210528103015-441216230.392456,20210528103008-900333881.378174,44,1
20210528103017-492006242.275238,20210528103008-900333881.378174,67,1
20210528103023-382569313.049316,20210528103019-769506812.095642,15,1
20210528103023-195534884.929657,20210528103019-769506812.095642,22,1
20210528103024-326157212.257385,20210528103019-769506812.095642,35,1
20210528103025-413233101.36795,20210528103019-769506812.095642,41,1
20210528103257-991402447.223663,20210528103221-692517757.415771,138,1
20210528103304-425849318.504333,20210528103301-471391439.437866,52,1
20210528103306-288717329.502106,20210528103301-471391439.437866,39,1
20210528103308-752542495.727539,20210528103301-471391439.437866,67,1
20210528103309-891279399.394989,20210528103301-471391439.437866,93,1
20210528103316-108785867.69104,20210528103312-821931481.361389,61,1
20210528103322-377407610.416412,20210528103319-10293424.1294861,24,1
20210528103324-188131809.234619,20210528103319-10293424.1294861,17,4
20210528103325-979530990.123749,20210528103319-10293424.1294861,30,1
20210528103556-344180822.372437,20210528103512-207593619.823456,32,1
20210528103619-573013365.268707,20210528103558-528229653.835297,10,4
20210528105457-582758188.247681,20210528105428-645570933.818817,16,1
20210528105607-368056058.883667,20210528105538-667538344.860077,33,1
20210528105608-14221131.8016052,20210528105538-667538344.860077,16,1
20210528105609-294659018.516541,20210528105538-667538344.860077,44,1
20210528105610-984046041.965485,20210528105538-667538344.860077,36,1
20210528105619-605673432.350159,20210528105615-761282920.837402,42,1
20210528105627-793596684.932709,20210528105622-268043816.08963,24,1
20210528105628-857411265.37323,20210528105622-268043816.08963,46,1
20210528105636-415376365.184784,20210528105631-93152582.6454163,18,1
20210528105654-698890447.616577,20210528105640-73371052.7420044,72,1
20210528110858-709037899.971008,20210528110822-14017641.544342,10,1
20210528110859-45352756.9770813,20210528110822-14017641.544342,13,1
20210528110901-414032697.677612,20210528110822-14017641.544342,5,4
20210528110901-862619340.419769,20210528110822-14017641.544342,4,2
20210528110910-961953163.146973,20210528110904-790480017.662048,33,1
20210528110911-871445834.636688,20210528110904-790480017.662048,11,2
20210528110923-364018678.665161,20210528110918-56236863.1362915,12,1
20210528110924-524868428.707123,20210528110918-56236863.1362915,10,1
20210528110931-592458248.138428,20210528110926-767111659.049988,51,1
20210528110932-468700110.912323,20210528110926-767111659.049988,6,1
20210528111132-589163005.35202,20210528111042-279342055.32074,10,1
20210528111133-986093163.490295,20210528111042-279342055.32074,16,1
20210528111134-910964310.16922,20210528111042-279342055.32074,4,4
20210528111140-980003237.724304,20210528111136-226866006.851196,88,1
20210528111153-106369674.20578,20210528111148-243931353.092194,8,1
20210528111159-15703916.5496826,20210528111154-999414563.179016,47,1
20210528111205-103022634.983063,20210528111202-575183808.803558,4,2
20210528112241-712730467.319489,20210528112206-646587133.407593,23,1
20210528112242-326206207.275391,20210528112206-646587133.407593,21,1
20210528112243-633178889.751434,20210528112206-646587133.407593,37,1
20210528112246-207561135.292053,20210528112206-646587133.407593,38,1
20210528112248-186013519.763947,20210528112206-646587133.407593,56,1
20210528112251-583359003.067017,20210528112206-646587133.407593,33,1
20210528112257-905729830.265045,20210528112253-80714643.0015564,63,1
20210528112258-261368274.688721,20210528112253-80714643.0015564,58,1
20210528112300-785212218.761444,20210528112253-80714643.0015564,33,1
20210528112300-378902554.512024,20210528112253-80714643.0015564,30,1
20210528112301-289665043.354034,20210528112253-80714643.0015564,35,1
20210528112303-919377088.546753,20210528112253-80714643.0015564,41,1
20210528112310-428456366.062164,20210528112305-631742417.812347,16,4
20210528112311-97973823.5473633,20210528112305-631742417.812347,13,2
20210528112320-913717567.920685,20210528112315-561040103.435516,35,1
20210528112321-834817171.096802,20210528112315-561040103.435516,18,4
20210528112322-22629201.4122009,20210528112315-561040103.435516,16,1
20210528112323-543360590.934753,20210528112315-561040103.435516,63,1
20210528114649-404834151.268005,20210528113531-513737499.713898,17,4
20210528114650-269731581.21109,20210528113531-513737499.713898,15,1
20210528114658-979077935.218811,20210528114653-55593490.6005859,46,1
20210528114659-60916244.9836731,20210528114653-55593490.6005859,53,1
20210528114701-390291452.407837,20210528114653-55593490.6005859,27,1
20210528114702-364995419.979095,20210528114653-55593490.6005859,30,1
20210528114709-474459171.295166,20210528114705-489894747.73407,22,1
20210528114710-257267653.942108,20210528114705-489894747.73407,15,1
20210528114711-628751873.970032,20210528114705-489894747.73407,11,4
20210528115801-783995270.729065,20210528115427-506087362.766266,18,4
20210528115802-459640800.952911,20210528115427-506087362.766266,10,4
20210528115803-753688097.000122,20210528115427-506087362.766266,11,4
20210528115813-18758356.5711975,20210528115809-596094548.70224,33,1
20210528115814-210368633.270264,20210528115809-596094548.70224,34,1
20210528115815-73953330.5168152,20210528115809-596094548.70224,10,2
20210528115821-128249883.651733,20210528115817-105452656.745911,44,1
20210528120047-657054960.727692,20210528115823-241219.997406006,47,1
20210528120050-544013977.050781,20210528115823-241219.997406006,53,1
20210528120051-827411830.425262,20210528115823-241219.997406006,39,1
20210528120052-81893563.2705688,20210528115823-241219.997406006,7,2
20210528120054-191922485.8284,20210528115823-241219.997406006,65,1
20210528120055-678913354.873657,20210528115823-241219.997406006,66,1
20210528120403-757729291.915894,20210528120236-928785979.747772,21,1
20210528120404-401842057.704926,20210528120236-928785979.747772,17,1
20210528120405-461874365.80658,20210528120236-928785979.747772,10,4
20210528120407-492165625.095367,20210528120236-928785979.747772,6,4
20210528120414-95429062.8433228,20210528120411-207627296.447754,26,1
20210528120415-589792549.610138,20210528120411-207627296.447754,28,1
20210528120416-169873476.028442,20210528120411-207627296.447754,53,1
20210528120418-927616536.617279,20210528120411-207627296.447754,33,1
20210528120424-272946834.564209,20210528120420-97929835.319519,40,1
20210528120434-750687718.391418,20210528120411-207627296.447754,20,1
20210528120435-272942364.215851,20210528120411-207627296.447754,49,1
20210528120436-673646688.461304,20210528120411-207627296.447754,46,1
20210528120444-89896559.715271,20210528120427-872546851.634979,23,1
20210528120445-30950605.8692932,20210528120427-872546851.634979,5,1
20210528121042-993731319.904327,20210528121003-149245738.983154,26,1
20210528121049-345391631.126404,20210528121045-130420446.395874,16,1
20210528121057-547668516.635895,20210528121045-130420446.395874,19,1
20210602091930-53504526.6151428,20210602091854-364018678.665161,62,1
20210602091931-592458248.138428,20210602091854-364018678.665161,60,1
20210602091944-622696697.711945,20210602091934-468700110.912323,16,1
20210602091945-647821187.973022,20210602091934-468700110.912323,18,1
20210602092258-226866006.851196,20210602092049-589163005.35202,64,1
20210602092309-243931353.092194,20210602092301-695115506.649017,28,1
20210602092317-999414563.179016,20210602092312-533873081.207275,33,1
20210602092318-676175892.353058,20210602092312-533873081.207275,42,1
20210602092328-100052237.510681,20210602092320-15703916.5496826,27,1
20210602092329-103022634.983063,20210602092320-15703916.5496826,25,1
20210602092331-798884391.784668,20210602092320-15703916.5496826,23,4
20210602092332-284480273.723602,20210602092320-15703916.5496826,24,4
20210602092333-45649170.8755493,20210602092320-15703916.5496826,20,4
20210602092340-300970494.747162,20210602092335-295772850.513458,41,1
20210602092341-948571085.929871,20210602092335-295772850.513458,42,1
20210602141434-186013519.763947,20210602141308-326206207.275391,70,1
20210602141435-583359003.067017,20210602141308-326206207.275391,20,1
20210602141437-80714643.0015564,20210602141308-326206207.275391,46,1
20210602141438-457971453.666687,20210602141308-326206207.275391,52,1
20210602141446-785212218.761444,20210602141441-905729830.265045,67,1
20210602141519-919377088.546753,20210602141506-378902554.512024,23,1
20210602141521-631742417.812347,20210602141506-378902554.512024,44,1
20210602141522-627642035.484314,20210602141506-378902554.512024,10,4
20210602141535-561040103.435516,20210602141529-428456366.062164,12,1
20210602141537-694485306.739807,20210602141529-428456366.062164,19,4
20210602142800-263792932.033539,20210602142641-298165440.559387,30,1
20210602142802-279342055.32074,20210602142641-298165440.559387,46,1
20210602142804-829801619.052887,20210602142641-298165440.559387,51,1
20210602142815-986093163.490295,20210602142811-824602127.075195,21,1
20210602142816-910964310.16922,20210602142811-824602127.075195,23,1
20210602142817-226866006.851196,20210602142811-824602127.075195,60,4
20210602142820-695115506.649017,20210602142811-824602127.075195,53,1
20210602142821-980003237.724304,20210602142811-824602127.075195,15,4
20210602142825-243931353.092194,20210602142811-824602127.075195,54,1
20210602142826-533873081.207275,20210602142811-824602127.075195,18,1
20210602143053-676175892.353058,20210602143046-106369674.20578,24,1
20210602143103-100052237.510681,20210602143059-15703916.5496826,19,1
20210602143104-103022634.983063,20210602143059-15703916.5496826,21,1
20210602143122-45649170.8755493,20210602143115-798884391.784668,61,1
20210602143123-295772850.513458,20210602143115-798884391.784668,55,1
20210602143124-382010698.318481,20210602143115-798884391.784668,19,1
20210602143126-300970494.747162,20210602143115-798884391.784668,24,1
20210602143127-948571085.929871,20210602143115-798884391.784668,27,1
20210602143129-979829370.975494,20210602143115-798884391.784668,40,1
20210602143337-326206207.275391,20210602143259-410073220.729828,16,4
20210602143339-633178889.751434,20210602143259-410073220.729828,13,4
20210602143340-207561135.292053,20210602143259-410073220.729828,17,4
20210602143350-80714643.0015564,20210602143346-186013519.763947,24,1
20210602143351-457971453.666687,20210602143346-186013519.763947,25,1
20210602143353-905729830.265045,20210602143346-186013519.763947,22,4
20210602143402-378902554.512024,20210602143356-261368274.688721,26,4
20210602143403-289665043.354034,20210602143356-261368274.688721,62,1
20210602143404-919377088.546753,20210602143356-261368274.688721,57,1
20210602143430-428456366.062164,20210602143408-631742417.812347,22,1
20210602143431-97973823.5473633,20210602143408-631742417.812347,27,1
20210602143439-913717567.920685,20210602143434-561040103.435516,28,1
20210602150500-862619340.419769,20210602150359-709037899.971008,52,1
20210602150502-790480017.662048,20210602150359-709037899.971008,36,1
20210602150504-373536169.528961,20210602150359-709037899.971008,47,1
20210602150505-961953163.146973,20210602150359-709037899.971008,24,1
20210602150506-871445834.636688,20210602150359-709037899.971008,26,1
20210602150511-56236863.1362915,20210602150359-709037899.971008,8,1
20210602150518-524868428.707123,20210602150514-949556648.731232,33,1
20210602150520-767111659.049988,20210602150514-949556648.731232,34,1
20210602150521-53504526.6151428,20210602150514-949556648.731232,10,4
20210602150523-592458248.138428,20210602150514-949556648.731232,11,4
20210602150523-468700110.912323,20210602150514-949556648.731232,9,1
20210602150537-647821187.973022,20210602150526-298165440.559387,8,1
20210602150538-263792932.033539,20210602150526-298165440.559387,12,1
20210602151139-695115506.649017,20210602151033-986093163.490295,40,1
20210602151141-980003237.724304,20210602151033-986093163.490295,43,1
20210602151149-106369674.20578,20210602151143-243931353.092194,50,1
20210602151151-999414563.179016,20210602151143-243931353.092194,35,1
20210602151204-676175892.353058,20210602151143-243931353.092194,27,1
20210602151207-15703916.5496826,20210602151143-243931353.092194,29,1
20210602151208-575183808.803558,20210602151143-243931353.092194,20,1
20210602151214-798884391.784668,20210602151210-100052237.510681,34,1
20210602151216-284480273.723602,20210602151210-100052237.510681,33,1
20210602151217-45649170.8755493,20210602151210-100052237.510681,16,1
20210602151218-295772850.513458,20210602151210-100052237.510681,30,1
20210602151219-382010698.318481,20210602151210-100052237.510681,28,1
20210602151250-979829370.975494,20210602151244-300970494.747162,17,1
20210602151251-401374340.057373,20210602151244-300970494.747162,6,1
20210602152532-633178889.751434,20210602151503-412766814.231873,16,4
20210602152533-207561135.292053,20210602151503-412766814.231873,10,4
20210602152534-186013519.763947,20210602151503-412766814.231873,23,1
20210602152535-583359003.067017,20210602151503-412766814.231873,14,1
20210602152542-905729830.265045,20210602152538-80714643.0015564,43,1
20210602152543-261368274.688721,20210602152538-80714643.0015564,60,1
20210602152544-785212218.761444,20210602152538-80714643.0015564,28,1
20210602152545-378902554.512024,20210602152538-80714643.0015564,25,1
20210602152547-289665043.354034,20210602152538-80714643.0015564,27,1
20210602152714-913717567.920685,20210602152632-97973823.5473633,25,1
20210602152715-834817171.096802,20210602152632-97973823.5473633,24,1
20210602152716-22629201.4122009,20210602152632-97973823.5473633,26,1
20210602152717-543360590.934753,20210602152632-97973823.5473633,44,1
20210602152722-916163980.960846,20210602152632-97973823.5473633,50,1
20210602152726-430261135.101318,20210602152632-97973823.5473633,48,1
20210602152732-513737499.713898,20210602152728-677947700.023651,26,1
20210602152733-462980031.967163,20210602152728-677947700.023651,27,1
20210602152734-353472650.051117,20210602152728-677947700.023651,20,1
20210602152735-404834151.268005,20210602152728-677947700.023651,6,1
20210602152736-269731581.21109,20210602152728-677947700.023651,11,1
20210602152748-979077935.218811,20210602152744-55593490.6005859,8,4
20210602154200-628751873.970032,20210602153616-155663073.062897,7,4
20210602154201-542070209.980011,20210602153616-155663073.062897,13,2
20210602154202-156302213.668823,20210602153616-155663073.062897,15,4
20210602154210-506087362.766266,20210602154206-938545167.446136,19,1
20210602154213-390471458.435059,20210602154206-938545167.446136,52,1
20210602154214-107375323.77243,20210602154206-938545167.446136,28,1
20210602154215-783995270.729065,20210602154206-938545167.446136,25,1
20210602154216-459640800.952911,20210602154206-938545167.446136,37,1
20210602154224-596094548.70224,20210602154206-938545167.446136,27,1
20210602154231-18758356.5711975,20210602154219-753688097.000122,26,1
20210602154232-210368633.270264,20210602154219-753688097.000122,24,1
20210602154234-73953330.5168152,20210602154219-753688097.000122,25,1
20210602154243-128249883.651733,20210602154238-105452656.745911,45,1
20210602154408-454207837.581635,20210602154320-827411830.425262,16,1
20210602154409-357023119.926453,20210602154320-827411830.425262,27,1
20210602154411-149981081.485748,20210602154320-827411830.425262,19,1
20210602154412-704395771.026611,20210602154320-827411830.425262,33,1
20210602154416-928785979.747772,20210602154320-827411830.425262,37,1
20210602154417-530212521.55304,20210602154320-827411830.425262,23,1
20210602154419-89641392.2309875,20210602154320-827411830.425262,54,1
20210602154426-461874365.80658,20210602154421-757729291.915894,14,1
20210602154427-492165625.095367,20210602154421-757729291.915894,17,1
20210602154433-95429062.8433228,20210602154430-207627296.447754,28,1
20210602154434-589792549.610138,20210602154430-207627296.447754,27,1
20210602155433-235282242.298126,20210602154550-322717666.625977,37,1
20210602155435-480474710.464478,20210602154550-322717666.625977,32,1
20210602155436-254601895.809174,20210602154550-322717666.625977,30,1
20210602155436-340606570.243835,20210602154550-322717666.625977,43,1
20210602155438-44933855.5335999,20210602154550-322717666.625977,21,1
20210602155443-482428073.883057,20210602154550-322717666.625977,39,1
20210602155451-588628590.106964,20210602155446-206017196.178436,26,1
20210602155452-754908323.287964,20210602155446-206017196.178436,25,1
20210602155453-927883088.588715,20210602155446-206017196.178436,32,1
20210602155455-331016898.155212,20210602155446-206017196.178436,34,1
20210602161431-130420446.395874,20210602161324-479978263.378143,17,1
20210602161439-547668516.635895,20210602161434-28885781.7649841,21,1
20210602161441-922954559.326172,20210602161434-28885781.7649841,23,1
20210602161442-538246333.599091,20210602161434-28885781.7649841,32,1
20210602161443-406421303.749084,20210602161434-28885781.7649841,4,4
20210602161444-847245514.392853,20210602161434-28885781.7649841,35,1
20210602161500-721895098.686218,20210602161447-826225519.180298,28,1
20210602161502-996771395.206451,20210602161447-826225519.180298,25,1
20210602161503-339806079.864502,20210602161447-826225519.180298,23,1
20210602161510-695281803.607941,20210602161505-495211303.2341,32,1
20210602161924-301948010.921478,20210602161916-579518616.199493,15,1
20210602161928-774740099.906921,20210602161916-579518616.199493,25,1
20210602161931-14017641.544342,20210602161916-579518616.199493,18,1
20210602161945-760723590.85083,20210602161916-579518616.199493,28,1
20210602161946-814490020.275116,20210602161916-579518616.199493,43,1
20210602161955-709037899.971008,20210602161916-579518616.199493,37,1
20210602162006-862619340.419769,20210602161958-45352756.9770813,22,1
20210602162008-790480017.662048,20210602161958-45352756.9770813,25,1
20210602162009-373536169.528961,20210602161958-45352756.9770813,24,1
20210602162010-961953163.146973,20210602161958-45352756.9770813,24,1
20210602162011-871445834.636688,20210602161958-45352756.9770813,35,1
20210602162018-364018678.665161,20210602162014-56236863.1362915,16,1
20210602162027-53504526.6151428,20210602162021-524868428.707123,30,1
20210602162030-592458248.138428,20210602162021-524868428.707123,28,1
20210604091441-56236863.1362915,20210604091402-373536169.528961,25,1
20210604091444-949556648.731232,20210604091402-373536169.528961,28,1
20210604091446-364018678.665161,20210604091402-373536169.528961,31,1
20210604091449-524868428.707123,20210604091402-373536169.528961,33,1
20210604091450-767111659.049988,20210604091402-373536169.528961,26,1
20210604091452-53504526.6151428,20210604091402-373536169.528961,34,1
20210604091453-592458248.138428,20210604091402-373536169.528961,38,1
20210604091501-622696697.711945,20210604091456-468700110.912323,26,1
20210604091501-647821187.973022,20210604091456-468700110.912323,25,1
20210604091503-263792932.033539,20210604091456-468700110.912323,20,1
20210604091505-279342055.32074,20210604091456-468700110.912323,22,1
20210604091508-829801619.052887,20210604091456-468700110.912323,35,1
20210604091517-986093163.490295,20210604091511-824602127.075195,20,4
20210604091518-910964310.16922,20210604091511-824602127.075195,11,1
20210604091608-980003237.724304,20210604091523-226866006.851196,60,1
20210604091609-243931353.092194,20210604091523-226866006.851196,39,1
20210604091611-533873081.207275,20210604091523-226866006.851196,22,1
20210604091846-798884391.784668,20210604091721-575183808.803558,9,4
20210604091847-284480273.723602,20210604091721-575183808.803558,35,1
20210604091849-45649170.8755493,20210604091721-575183808.803558,34,1
20210604091850-295772850.513458,20210604091721-575183808.803558,30,1
20210604091851-382010698.318481,20210604091721-575183808.803558,28,1
20210604091857-300970494.747162,20210604091721-575183808.803558,10,4
20210604091906-401374340.057373,20210604091901-948571085.929871,3,1
20210604091914-162821590.900421,20210604091910-278279960.155487,39,1
20210604091916-646587133.407593,20210604091910-278279960.155487,32,1
20210604091917-410073220.729828,20210604091910-278279960.155487,43,1
20210604091920-412766814.231873,20210604091910-278279960.155487,38,1
20210604091923-712730467.319489,20210604091910-278279960.155487,22,1
20210604091933-207561135.292053,20210604091925-326206207.275391,19,1
20210604091935-186013519.763947,20210604091925-326206207.275391,47,1
20210604091936-583359003.067017,20210604091925-326206207.275391,45,1
20210604091938-80714643.0015564,20210604091925-326206207.275391,68,1
20210604091939-457971453.666687,20210604091925-326206207.275391,33,1
20210604092323-97973823.5473633,20210604092153-631742417.812347,21,1
20210604092324-561040103.435516,20210604092153-631742417.812347,23,1
20210604092325-694485306.739807,20210604092153-631742417.812347,24,1
20210604092326-913717567.920685,20210604092153-631742417.812347,31,1
20210604092327-834817171.096802,20210604092153-631742417.812347,18,1
20210604092336-916163980.960846,20210604092332-22629201.4122009,24,1
20210604092342-430261135.101318,20210604092332-22629201.4122009,33,1
20210604092343-677947700.023651,20210604092332-22629201.4122009,37,1
20210604092344-502453923.225403,20210604092332-22629201.4122009,35,1
20210604092345-513737499.713898,20210604092332-22629201.4122009,39,1
20210604092346-462980031.967163,20210604092332-22629201.4122009,46,1
20210604092355-269731581.21109,20210604092349-353472650.051117,27,1
20210604092357-55593490.6005859,20210604092349-353472650.051117,11,1
20210604092416-60916244.9836731,20210604092402-243845164.775848,38,1
20210604092745-156302213.668823,20210604092524-257267653.942108,37,1
20210604092747-938545167.446136,20210604092524-257267653.942108,19,4
20210604092804-390471458.435059,20210604092753-654499411.582947,32,4
20210604092805-107375323.77243,20210604092753-654499411.582947,28,1
20210604092813-753688097.000122,20210604092809-783995270.729065,12,1
20210604092825-18758356.5711975,20210604092816-596094548.70224,39,1
20210604092826-210368633.270264,20210604092816-596094548.70224,42,1
20210604092827-73953330.5168152,20210604092816-596094548.70224,55,4
20210604093058-827411830.425262,20210604093026-536794066.429138,27,1
20210604093059-81893563.2705688,20210604093026-536794066.429138,32,1
20210604093100-191922485.8284,20210604093026-536794066.429138,47,1
20210604093102-678913354.873657,20210604093026-536794066.429138,35,1
20210604093102-454207837.581635,20210604093026-536794066.429138,30,1
20210604093104-357023119.926453,20210604093026-536794066.429138,34,1
20210604093106-149981081.485748,20210604093026-536794066.429138,42,1
20210604093113-530212521.55304,20210604093109-704395771.026611,45,1
20210604093114-89641392.2309875,20210604093109-704395771.026611,39,1
20210604093123-461874365.80658,20210604093118-757729291.915894,34,1
20210604093124-492165625.095367,20210604093118-757729291.915894,36,1
20210604093125-207627296.447754,20210604093118-757729291.915894,50,1
20210604093126-329735934.734344,20210604093118-757729291.915894,23,1
20210604093127-95429062.8433228,20210604093118-757729291.915894,24,1
20210604093137-927616536.617279,20210604093133-589792549.610138,28,1
20210604093138-97929835.319519,20210604093133-589792549.610138,26,1
20210604094202-89896559.715271,20210604093342-272942364.215851,9,4
20210604094204-30950605.8692932,20210604093342-272942364.215851,8,4
20210604094211-297258019.447327,20210604094206-322717666.625977,20,1
20210604094212-235282242.298126,20210604094206-322717666.625977,22,1
20210604094214-480474710.464478,20210604094206-322717666.625977,5,2
20210604094215-254601895.809174,20210604094206-322717666.625977,33,1
20210604094216-340606570.243835,20210604094206-322717666.625977,38,1
20210604094218-44933855.5335999,20210604094206-322717666.625977,35,1
20210604094219-482428073.883057,20210604094206-322717666.625977,16,1
20210604094249-927883088.588715,20210604094244-588628590.106964,15,4
20210604094250-331016898.155212,20210604094244-588628590.106964,17,1
20210604094252-542941153.049469,20210604094244-588628590.106964,14,4
20210604094253-80691337.5854492,20210604094244-588628590.106964,19,1
