,Detection_ID,Observation_ID,Distance,Detection
1028,20210520131813-790480017.662048,20210520131808-414032697.677612,52.0,1
1029,20210520131815-373536169.528961,20210520131808-414032697.677612,57.0,1
1030,20210520131822-56236863.1362915,20210520131817-961953163.146973,43.0,1
1031,20210520131823-949556648.731232,20210520131817-961953163.146973,61.0,1
1032,20210520131824-364018678.665161,20210520131817-961953163.146973,57.0,1
1033,20210520131833-53504526.6151428,20210520131827-524868428.707123,21.0,4
1034,20210520131835-592458248.138428,20210520131827-524868428.707123,25.0,2
1035,20210520131842-622696697.711945,20210520131837-468700110.912323,13.0,2
1036,20210520131843-647821187.973022,20210520131837-468700110.912323,15.0,2
1037,20210520131844-263792932.033539,20210520131837-468700110.912323,17.0,2
1038,20210520131854-824602127.075195,20210520131849-279342055.32074,71.0,1
1039,20210520131910-910964310.16922,20210520131857-589163005.35202,56.0,9
1040,20210520132039-676175892.353058,20210520132003-533873081.207275,59.0,1
1041,20210520132040-15703916.5496826,20210520132003-533873081.207275,41.0,1
1042,20210520132041-575183808.803558,20210520132003-533873081.207275,76.0,1
1043,20210520132050-798884391.784668,20210520132045-100052237.510681,89.0,1
1044,20210520132051-284480273.723602,20210520132045-100052237.510681,102.0,1
1045,20210520132052-45649170.8755493,20210520132045-100052237.510681,43.0,1
1046,20210520132101-300970494.747162,20210520132054-295772850.513458,72.0,1
1047,20210520132109-401374340.057373,20210520132103-948571085.929871,32.0,4
1048,20210520132110-278279960.155487,20210520132103-948571085.929871,13.0,1
1049,20210520132117-646587133.407593,20210520132113-160441517.829895,54.0,1
1050,20210520132119-410073220.729828,20210520132113-160441517.829895,61.0,1
1051,20210520132125-326206207.275391,20210520132121-412766814.231873,79.0,1
1052,20210520132309-261368274.688721,20210520132228-80714643.0015564,26.0,2
1053,20210520132311-785212218.761444,20210520132228-80714643.0015564,33.0,4
1054,20210520132312-378902554.512024,20210520132228-80714643.0015564,39.0,1
1055,20210520132319-631742417.812347,20210520132314-289665043.354034,62.0,1
1056,20210520132321-627642035.484314,20210520132314-289665043.354034,88.0,1
1057,20210520132328-561040103.435516,20210520132323-428456366.062164,54.0,1
1058,20210520132330-694485306.739807,20210520132323-428456366.062164,69.0,1
1059,20210520132337-22629201.4122009,20210520132333-913717567.920685,37.0,1
1060,20210520132338-543360590.934753,20210520132333-913717567.920685,42.0,1
1061,20210520132340-916163980.960846,20210520132333-913717567.920685,7.0,2
1062,20210520133349-331694424.152374,20210520133307-210368633.270264,14.0,1
1063,20210520133351-128249883.651733,20210520133307-210368633.270264,3.0,2
1064,20210520133352-241219.997406006,20210520133307-210368633.270264,29.0,1
1065,20210520133403-544013977.050781,20210520133356-536794066.429138,27.0,1
1066,20210520133410-191922485.8284,20210520133405-827411830.425262,30.0,1
1067,20210520133411-678913354.873657,20210520133405-827411830.425262,23.0,1
1068,20210520133412-454207837.581635,20210520133405-827411830.425262,51.0,1
1069,20210520133420-704395771.026611,20210520133415-357023119.926453,42.0,1
1070,20210520133427-89641392.2309875,20210520133423-928785979.747772,76.0,1
1071,20210520133430-757729291.915894,20210520133423-928785979.747772,32.0,1
1072,20210520133436-492165625.095367,20210520133432-401842057.704926,28.0,1
1073,20210520133437-207627296.447754,20210520133432-401842057.704926,19.0,1
1074,20210520133619-272946834.564209,20210520133527-927616536.617279,78.0,1
1075,20210520133621-872546851.634979,20210520133527-927616536.617279,69.0,1
1076,20210520133631-673646688.461304,20210520133625-750687718.391418,17.0,2
1077,20210520133639-30950605.8692932,20210520133634-256628930.568695,76.0,1
1078,20210520133652-297258019.447327,20210520133644-322717666.625977,42.0,1
1079,20210520133655-235282242.298126,20210520133644-322717666.625977,50.0,1
1080,20210520133700-480474710.464478,20210520133644-322717666.625977,17.0,1
1081,20210520133707-254601895.809174,20210520133634-256628930.568695,53.0,1
1082,20210520133709-340606570.243835,20210520133634-256628930.568695,84.0,1
1083,20210520133720-206017196.178436,20210520133712-44933855.5335999,84.0,1
1084,20210520133721-864534497.261047,20210520133712-44933855.5335999,47.0,2
1085,20210520133737-927883088.588715,20210520133730-588628590.106964,59.0,1
1086,20210520134008-923445165.157318,20210520133917-410036683.082581,41.0,1
1087,20210520134009-620209574.699402,20210520133917-410036683.082581,43.0,1
1088,20210520134011-347726404.666901,20210520133917-410036683.082581,57.0,1
1089,20210520134659-219409108.161926,20210520134017-149245738.983154,37.0,1
1090,20210520134702-993731319.904327,20210520134017-149245738.983154,22.0,1
1091,20210520134703-130420446.395874,20210520134017-149245738.983154,13.0,1
1092,20210520134712-547668516.635895,20210520134706-28885781.7649841,59.0,1
1093,20210520134714-922954559.326172,20210520134706-28885781.7649841,72.0,1
1094,20210520134724-847245514.392853,20210520134717-538246333.599091,29.0,4
1095,20210520134736-721895098.686218,20210520134727-826225519.180298,68.0,1
1096,20210520134958-543177008.628845,20210520134912-695281803.607941,8.0,2
1097,20210520134959-814663946.628571,20210520134912-695281803.607941,41.0,1
1098,20210520135008-509068131.446838,20210520135003-540913581.848145,64.0,1
1099,20210520135009-227781593.799591,20210520135003-540913581.848145,52.0,1
1100,20210520135019-680819392.204285,20210520135011-619187593.460083,26.0,1
1101,20210520135026-302497565.746307,20210520135022-886600077.152252,48.0,1
1102,20210520135027-292866826.057434,20210520135022-886600077.152252,65.0,1
1103,20210520135035-223261773.586273,20210520135029-150311291.217804,24.0,1
1104,20210520135037-584529280.662537,20210520135029-150311291.217804,33.0,1
1105,20210520135145-782138705.253601,20210520135111-684062302.112579,34.0,1
1106,20210520135146-161743700.504303,20210520135111-684062302.112579,47.0,1
1107,20210520135155-956762433.052063,20210520135150-807779788.970947,16.0,1
1108,20210520135156-65851032.7339172,20210520135150-807779788.970947,9.0,2
1109,20210520135202-379604697.227478,20210520135158-61522245.4071045,43.0,1
1110,20210520135209-115470111.370087,20210520135204-463584005.832672,52.0,1
1111,20210520135216-714816331.863403,20210520135212-173773407.936096,37.0,1
1112,20210520143033-517255842.685699,20210520142947-281503438.949585,21.0,1
1113,20210520143034-965364456.176758,20210520142947-281503438.949585,39.0,1
1114,20210520143035-557501018.047333,20210520142947-281503438.949585,74.0,1
1115,20210520143042-441114664.077759,20210520143038-909204125.404358,17.0,4
1116,20210520143048-756092607.975006,20210520143044-692994534.96933,44.0,1
1117,20210520143244-518015921.115875,20210520143204-326143980.026245,28.0,1
1118,20210520143245-757029533.38623,20210520143204-326143980.026245,36.0,1
1119,20210520143246-800669848.918915,20210520143204-326143980.026245,54.0,1
1120,20210520143259-804267168.045044,20210520143248-325205445.289612,53.0,1
1121,20210520143301-674826085.567474,20210520143248-325205445.289612,45.0,1
1122,20210520143302-905129313.468933,20210520143248-325205445.289612,39.0,1
1123,20210520143309-123082816.6008,20210520143305-875779688.358307,11.0,4
1124,20210520150515-106133759.021759,20210520145311-167762815.952301,7.0,4
1125,20210520150516-276123285.293579,20210520145311-167762815.952301,12.0,1
1126,20210520150517-643046796.321869,20210520145311-167762815.952301,31.0,1
1127,20210520150524-187775135.040283,20210520150519-849099993.70575,15.0,1
1128,20210520150525-896616637.706757,20210520150519-849099993.70575,38.0,1
1129,20210520150526-372814297.676086,20210520150519-849099993.70575,46.0,1
1130,20210520150533-218000352.38266,20210520150528-323554813.861847,36.0,1
1131,20210520150534-446993231.773376,20210520150528-323554813.861847,42.0,1
1132,20210520150541-610432803.630829,20210520150537-236027777.194977,17.0,4
1133,20210520150548-860589265.823364,20210520150544-374432206.15387,23.0,9
1134,20210520150728-178693532.943726,20210520150638-868453681.468964,28.0,1
1135,20210520150730-346957147.121429,20210520150638-868453681.468964,18.0,1
1136,20210520150731-2505660.05706787,20210520150638-868453681.468964,33.0,1
1137,20210520150737-278589427.471161,20210520150733-742342054.843903,12.0,1
1138,20210520150739-702970147.132874,20210520150733-742342054.843903,37.0,1
1139,20210520150741-404864609.241486,20210520150733-742342054.843903,44.0,1
1140,20210520150748-437663912.773132,20210520150744-811571359.634399,29.0,1
1141,20210520150755-339375197.887421,20210520150750-77980577.9457092,53.0,1
1142,20210520150918-939971148.967743,20210520150839-592991232.872009,13.0,1
1143,20210520150919-114332795.143127,20210520150839-592991232.872009,24.0,1
1144,20210520150927-598856389.522552,20210520150922-984253227.710724,32.0,1
1145,20210520150928-902569651.603699,20210520150922-984253227.710724,22.0,1
1146,20210520150929-574864923.95401,20210520150922-984253227.710724,51.0,1
1147,20210520150931-245173931.121826,20210520150922-984253227.710724,65.0,1
1148,20210520150949-438826382.160187,20210520150933-860162436.962128,12.0,1
1149,20210520150950-759979009.628296,20210520150933-860162436.962128,23.0,1
1150,20210520150951-245678842.067719,20210520150933-860162436.962128,8.0,1
1151,20210520150958-526573181.152344,20210520150955-378606200.218201,17.0,1
1152,20210520151000-270359218.120575,20210520150955-378606200.218201,20.0,1
1153,20210520151115-231596648.693085,20210520151038-111432909.965515,16.0,1
1154,20210520151116-949905514.717102,20210520151038-111432909.965515,12.0,2
1155,20210520151116-846187412.7388,20210520151038-111432909.965515,8.0,1
1156,20210520151125-769506812.095642,20210520151118-441216230.392456,14.0,1
1157,20210520151126-834893286.22818,20210520151118-441216230.392456,37.0,1
1158,20210520151134-326157212.257385,20210520151128-382569313.049316,9.0,1
1159,20210520151135-413233101.36795,20210520151128-382569313.049316,13.0,1
1160,20210520151141-99409937.8585815,20210520151137-152676820.755005,40.0,1
1161,20210520151143-205047190.189362,20210520151137-152676820.755005,53.0,1
1162,20210520151144-692517757.415771,20210520151137-152676820.755005,36.0,1
1163,20210520151541-45352756.9770813,20210520151415-760723590.85083,13.0,1
1164,20210520151542-414032697.677612,20210520151415-760723590.85083,22.0,1
1165,20210520151543-862619340.419769,20210520151415-760723590.85083,31.0,1
1166,20210520151544-790480017.662048,20210520151415-760723590.85083,38.0,1
1167,20210520151550-871445834.636688,20210520151546-373536169.528961,19.0,1
1168,20210520151551-56236863.1362915,20210520151546-373536169.528961,7.0,1
1169,20210520151552-949556648.731232,20210520151546-373536169.528961,12.0,1
1170,20210520151558-767111659.049988,20210520151554-364018678.665161,24.0,1
1171,20210520151559-53504526.6151428,20210520151554-364018678.665161,30.0,1
1172,20210520151605-298165440.559387,20210520151601-592458248.138428,47.0,1
1173,20210520152651-986093163.490295,20210520152605-829801619.052887,19.0,1
1174,20210520152653-910964310.16922,20210520152605-829801619.052887,34.0,1
1175,20210520152654-226866006.851196,20210520152605-829801619.052887,69.0,1
1176,20210520152701-243931353.092194,20210520152656-695115506.649017,57.0,1
1177,20210520152707-999414563.179016,20210520152703-533873081.207275,13.0,4
1178,20210520152709-676175892.353058,20210520152703-533873081.207275,17.0,1
1179,20210520152710-15703916.5496826,20210520152703-533873081.207275,32.0,1
1180,20210520152818-382010698.318481,20210520152744-284480273.723602,20.0,1
1181,20210520152819-300970494.747162,20210520152744-284480273.723602,16.0,1
1182,20210520152820-948571085.929871,20210520152744-284480273.723602,62.0,1
1183,20210520152837-278279960.155487,20210520152833-979829370.975494,13.0,1
1184,20210520152838-160441517.829895,20210520152833-979829370.975494,19.0,1
1185,20210520152840-162821590.900421,20210520152833-979829370.975494,5.0,1
1186,20210520152846-412766814.231873,20210520152842-646587133.407593,3.0,1
1187,20210520152846-712730467.319489,20210520152842-646587133.407593,24.0,1
1188,20210520152848-326206207.275391,20210520152842-646587133.407593,8.0,1
1189,20210520152849-633178889.751434,20210520152842-646587133.407593,31.0,1
1190,20210520152855-583359003.067017,20210520152851-207561135.292053,42.0,1
1191,20210520152856-80714643.0015564,20210520152851-207561135.292053,34.0,1
1192,20210520154112-631742417.812347,20210520153424-378902554.512024,22.0,1
1193,20210520154113-627642035.484314,20210520153424-378902554.512024,35.0,1
1194,20210520154115-428456366.062164,20210520153424-378902554.512024,58.0,1
1195,20210520154116-97973823.5473633,20210520153424-378902554.512024,69.0,1
1196,20210520154122-913717567.920685,20210520154119-561040103.435516,29.0,1
1197,20210520154124-834817171.096802,20210520154119-561040103.435516,17.0,1
1198,20210520154125-22629201.4122009,20210520154119-561040103.435516,37.0,1
1199,20210520154150-430261135.101318,20210520154128-543360590.934753,24.0,1
1200,20210520154154-677947700.023651,20210520154128-543360590.934753,31.0,1
1201,20210520154202-462980031.967163,20210520154158-502453923.225403,12.0,1
1202,20210520154204-353472650.051117,20210520154158-502453923.225403,14.0,1
1203,20210520154658-18758356.5711975,20210520154616-753688097.000122,26.0,1
1204,20210520154700-210368633.270264,20210520154616-753688097.000122,13.0,1
1205,20210520154701-73953330.5168152,20210520154616-753688097.000122,28.0,1
1206,20210520154707-128249883.651733,20210520154703-105452656.745911,48.0,1
1207,20210520154708-241219.997406006,20210520154703-105452656.745911,39.0,1
1208,20210520154709-536794066.429138,20210520154703-105452656.745911,57.0,1
1209,20210520154711-657054960.727692,20210520154703-105452656.745911,9.0,4
1210,20210520154717-81893563.2705688,20210520154713-544013977.050781,44.0,1
1211,20210520154719-191922485.8284,20210520154713-544013977.050781,56.0,1
1212,20210520154726-357023119.926453,20210520154722-678913354.873657,27.0,1
1213,20210520154727-149981081.485748,20210520154722-678913354.873657,14.0,1
1214,20210520154948-329735934.734344,20210520154857-461874365.80658,31.0,1
1215,20210520154949-95429062.8433228,20210520154857-461874365.80658,37.0,1
1216,20210520154950-589792549.610138,20210520154857-461874365.80658,44.0,1
1217,20210520154953-169873476.028442,20210520154857-461874365.80658,42.0,1
1218,20210520154954-927616536.617279,20210520154857-461874365.80658,51.0,1
